Date,Platform,Product_Category,Model_Name,Condition,Launch_Price_USD,Launch_Price_INR,Current_Price_USD,Current_Price_INR,Discount_Pct,Sale_Event,Stock_Status,Rating,Reviews_Count
29-11-2023,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,208.18,20280.1,51.5,Black Friday,Out of Stock,4.5,2151
29-11-2023,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,184.83,16016.69,56.9,Black Friday,In Stock,4.2,5696
29-11-2023,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,287.2,27941.26,33.1,Black Friday,In Stock,4.5,2426
29-11-2023,Amazon,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,42042,303.54,25578.54,29.2,Black Friday,In Stock,4.2,220
29-11-2023,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,366.95,36523.66,14.5,Black Friday,In Stock,4.3,387
29-11-2023,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,374.5,36076.85,12.7,Black Friday,In Stock,4.8,205
29-11-2023,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,355.95,35483.73,17,Black Friday,In Stock,4.9,153
29-11-2023,Flipkart,Watch,Apple Watch Ultra,New,799,78302,612.78,60571.6,23.3,Black Friday,In Stock,4.9,1422
29-11-2023,Flipkart,Watch,Apple Watch Ultra,New,799,78302,616.22,59440.54,22.9,Black Friday,In Stock,4.3,1465
29-11-2023,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,673.57,66847.88,15.7,Black Friday,In Stock,4.3,391
29-11-2023,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,610.63,59032.24,38.9,Black Friday,Out of Stock,4.8,2876
29-11-2023,Amazon,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,455.58,39303.83,54.4,Black Friday,Out of Stock,4.2,2287
29-11-2023,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,971.77,94497.63,19,Black Friday,In Stock,4.5,2317
29-11-2023,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1704.46,164848.78,14.7,Black Friday,In Stock,4.4,1569
29-11-2023,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1654.8,162991.96,17.2,Black Friday,Out of Stock,4.4,127
29-11-2023,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1749.5,170609.44,12.5,Black Friday,In Stock,4.4,150
29-11-2023,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1809.68,174632.58,9.5,Black Friday,In Stock,4.5,122
29-11-2023,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,443.84,42684.04,25.9,Black Friday,In Stock,4.9,1605
29-11-2023,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,445.76,44313.8,25.6,Black Friday,In Stock,4.4,1111
29-11-2023,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,438.13,42982.31,26.9,Black Friday,In Stock,4.2,1587
29-11-2023,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,897.9,88603.13,25.1,Black Friday,Low Stock,4.5,2080
29-11-2023,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,968.66,93328.64,19.2,Black Friday,Out of Stock,4.4,1369
29-11-2023,Amazon,iPhone,iPhone 13 128GB,New,799,78302,510.3,49973.03,36.1,Black Friday,In Stock,4.8,3312
29-11-2023,Amazon,iPhone,iPhone 13 128GB,New,799,78302,516.23,51393.17,35.4,Black Friday,Low Stock,4.4,2670
29-11-2023,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,545.97,52807.23,31.7,Black Friday,Low Stock,4.8,1715
29-11-2023,Amazon,iPhone,iPhone 13 Pro Max 256GB,Renewed/Refurbished,1199,117502,698.03,58623.4,41.8,Black Friday,In Stock,3.9,2432
29-11-2023,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,821.87,82143.23,31.5,Black Friday,In Stock,4.4,2395
29-11-2023,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,860.15,85470.1,28.3,Black Friday,In Stock,4.4,2058
29-11-2023,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,574.64,56253.24,28.1,Black Friday,In Stock,4.8,2340
29-11-2023,Amazon,iPhone,iPhone 14 128GB,New,799,78302,591.8,58895.72,25.9,Black Friday,In Stock,4.4,2345
29-11-2023,Amazon,iPhone,iPhone 14 128GB,New,799,78302,627.05,62513.12,21.5,Black Friday,In Stock,4.7,2365
29-11-2023,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,615.4,60068.34,23,Black Friday,In Stock,4.3,1523
29-11-2023,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,789.16,77425.93,21,Black Friday,Low Stock,4.9,1984
29-11-2023,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,804.93,80261.91,19.4,Black Friday,In Stock,4.8,2390
29-11-2023,Amazon,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,97902,516.21,43465.67,48.3,Black Friday,In Stock,4.3,1756
29-11-2023,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,810.3,80225.55,18.9,Black Friday,Low Stock,4.5,1949
29-11-2023,Amazon,iPhone,iPhone 15 128GB,New,799,78302,698.03,68534.19,12.6,Black Friday,In Stock,4.3,463
29-11-2023,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1012.29,99481.61,15.6,Black Friday,In Stock,4.7,302
30-11-2023,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,223.63,21504.92,47.9,Black Friday,Low Stock,4.2,5018
30-11-2023,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,226.39,22343.04,47.2,Black Friday,Out of Stock,4.8,1691
30-11-2023,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,205.36,20076.72,52.1,Black Friday,Out of Stock,4.7,5211
30-11-2023,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,297.15,28548.64,30.7,Black Friday,In Stock,4.2,2433
30-11-2023,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,398.75,39352.26,7.1,Black Friday,In Stock,4.3,305
30-11-2023,Amazon,Watch,Apple Watch Ultra,Renewed/Refurbished,799,78302,450.4,38081.33,43.6,Black Friday,In Stock,4.3,1847
30-11-2023,Flipkart,Watch,Apple Watch Ultra,New,799,78302,627.1,62165.25,21.5,Black Friday,Low Stock,4.4,1464
30-11-2023,Amazon,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,78302,610.98,51145.92,23.5,Black Friday,In Stock,4.4,312
30-11-2023,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,731.84,71998.98,8.4,Black Friday,Low Stock,4.2,243
30-11-2023,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,971.76,94552.88,19,Black Friday,In Stock,4.3,1779
30-11-2023,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,195902,1151.16,99410.41,42.4,Black Friday,In Stock,3.8,3933
30-11-2023,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,Renewed/Refurbished,1999,195902,1145.58,98357.63,42.7,Black Friday,In Stock,4.1,1220
30-11-2023,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1738.94,171847.2,13,Black Friday,In Stock,4.4,1015
30-11-2023,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1723.16,167864.73,13.8,Black Friday,In Stock,4.3,1529
30-11-2023,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1797.63,178391.55,10.1,Black Friday,In Stock,4.3,161
30-11-2023,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1680.54,166338.1,15.9,Black Friday,Low Stock,4.4,170
30-11-2023,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1735.72,170446.28,13.2,Black Friday,In Stock,4.9,118
30-11-2023,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,32242,170.13,16611.04,48.3,Black Friday,In Stock,4.7,2101
30-11-2023,Amazon,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,32242,143.37,12281.9,56.4,Black Friday,In Stock,3.9,1476
30-11-2023,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,303.52,30113.18,49.3,Black Friday,In Stock,4.3,4762
30-11-2023,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,433.33,43108.38,27.7,Black Friday,In Stock,4.8,1648
30-11-2023,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,531.55,51391.97,33.5,Black Friday,In Stock,4.8,2470
30-11-2023,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,993.74,98853.87,17.1,Black Friday,In Stock,4.3,2002
30-11-2023,Flipkart,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,78302,325.62,27897.44,59.2,Black Friday,Out of Stock,4.1,5097
30-11-2023,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,571.37,56332.81,42.8,Black Friday,In Stock,4.6,5904
30-11-2023,Amazon,iPhone,iPhone 13 Pro Max 256GB,Renewed/Refurbished,1199,117502,605.32,51392.24,49.5,Black Friday,In Stock,4.2,2643
30-11-2023,Amazon,iPhone,iPhone 14 128GB,New,799,78302,612.89,60739.06,23.3,Black Friday,In Stock,4.7,1167
30-11-2023,Amazon,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,78302,426.49,36256.51,46.6,Black Friday,Out of Stock,4.3,699
30-11-2023,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,646.11,64163.64,19.1,Black Friday,In Stock,4.7,2113
30-11-2023,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,794.88,78721.16,20.4,Black Friday,In Stock,4.8,836
30-11-2023,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,814.37,79065.37,18.5,Black Friday,In Stock,4.8,1539
30-11-2023,Amazon,iPhone,iPhone 15 128GB,New,799,78302,702.77,69781.28,12,Black Friday,In Stock,4.2,266
30-11-2023,Amazon,iPhone,iPhone 15 128GB,New,799,78302,699.47,69460.03,12.5,Black Friday,In Stock,4.6,303
01-12-2023,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,258.04,25424.26,39.9,None,Out of Stock,4.8,3986
01-12-2023,Flipkart,Watch,Apple Watch Series 7 (45mm),Renewed/Refurbished,429,42042,198.89,16903.83,53.6,None,Low Stock,4.1,2819
01-12-2023,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,252.78,24406.22,41.1,None,In Stock,4.7,3639
01-12-2023,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,432.47,42704.77,-0.8,None,In Stock,4.9,420
01-12-2023,Amazon,Watch,Apple Watch Ultra,New,799,78302,710.69,69880.24,11.1,None,In Stock,4.8,1481
01-12-2023,Amazon,Watch,Apple Watch Ultra,Renewed/Refurbished,799,78302,498.22,42014.43,37.6,None,In Stock,4.1,2140
01-12-2023,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,801.9,80023.61,-0.4,None,Low Stock,4.5,134
01-12-2023,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,788.89,77892.26,1.3,None,In Stock,4.5,363
01-12-2023,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,801.08,78688.47,-0.3,None,In Stock,4.6,166
01-12-2023,Amazon,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,78302,567.05,47260.93,29,None,In Stock,3.9,256
01-12-2023,Amazon,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,78302,653.77,56635.68,18.2,None,Low Stock,4.1,402
01-12-2023,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,696.23,67864.73,30.3,None,Low Stock,4.7,5011
01-12-2023,Flipkart,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,117502,899.08,76128.88,25,None,In Stock,3.9,1068
01-12-2023,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,1097.92,106424.48,8.4,None,In Stock,4.7,1441
01-12-2023,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1807.86,179267.4,9.6,None,In Stock,4.3,3168
01-12-2023,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,195902,1297.61,111092.06,35.1,None,In Stock,4.1,2633
01-12-2023,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1959.12,189031.86,2,None,Out of Stock,4.8,1256
01-12-2023,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,2011.45,200597.37,-0.6,None,In Stock,4.3,1368
01-12-2023,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1965.33,191035.61,1.7,None,In Stock,4.9,1364
01-12-2023,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1971.2,190812.43,1.4,None,In Stock,4.3,172
01-12-2023,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,2025,200499.53,-1.3,None,In Stock,4.8,127
01-12-2023,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,502.98,49251.41,16,None,In Stock,4.2,3322
01-12-2023,Flipkart,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,58702,364.68,30889.27,39.1,None,In Stock,4,3069
01-12-2023,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,593.15,57190,25.8,None,In Stock,4.3,4560
01-12-2023,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1081.82,108043.1,9.8,None,In Stock,4.4,1056
01-12-2023,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1085.27,108186.99,9.5,None,In Stock,4.3,859
01-12-2023,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,Renewed/Refurbished,1199,117502,802.57,68975.94,33.1,None,In Stock,4.1,1488
01-12-2023,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,604.14,59084.37,24.4,None,In Stock,4.7,2487
01-12-2023,Amazon,iPhone,iPhone 13 128GB,Renewed/Refurbished,799,78302,488.79,41296.36,38.8,None,In Stock,3.9,1402
01-12-2023,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,699.54,67889.05,12.4,None,In Stock,4.3,2429
01-12-2023,Amazon,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,97902,644.77,54445.38,35.5,None,In Stock,4.4,869
01-12-2023,Flipkart,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,97902,665.01,56425.86,33.4,None,In Stock,4.1,2026
01-12-2023,Amazon,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,78302,593.99,50268.93,25.7,None,In Stock,4.2,311
01-12-2023,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,797.01,78277.28,0.2,None,In Stock,4.8,154
01-12-2023,Flipkart,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,78302,654.75,54737.69,18.1,None,In Stock,4,237
01-12-2023,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1177.95,117520.32,1.8,None,In Stock,4.5,308
02-12-2023,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,253.58,25158.33,40.9,None,In Stock,4.8,3197
02-12-2023,Amazon,Watch,Apple Watch Series 7 (45mm),Renewed/Refurbished,429,42042,194.02,16688.75,54.8,None,In Stock,3.9,2975
02-12-2023,Amazon,Watch,Apple Watch Series 8 (45mm),Renewed/Refurbished,429,42042,266.24,22803.08,37.9,None,In Stock,4.1,2373
02-12-2023,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,431.67,41509.55,-0.6,None,In Stock,4.5,256
02-12-2023,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,425.15,41889.02,0.9,None,In Stock,4.3,381
02-12-2023,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,429.6,41473.82,-0.1,None,In Stock,4.7,255
02-12-2023,Flipkart,Watch,Apple Watch Ultra,Renewed/Refurbished,799,78302,560.57,46772.95,29.8,None,In Stock,4.1,1891
02-12-2023,Flipkart,Watch,Apple Watch Ultra,New,799,78302,697.71,68361.04,12.7,None,In Stock,4.2,1510
02-12-2023,Flipkart,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,78302,642.68,53894.86,19.6,None,Out of Stock,4.2,179
02-12-2023,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,812.74,81136.1,-1.7,None,In Stock,4.7,426
02-12-2023,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,703.13,69788.06,29.6,None,In Stock,4.4,3927
02-12-2023,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,712.33,69192.42,28.7,None,Low Stock,4.4,2064
02-12-2023,Flipkart,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,117502,847.74,72741.72,29.3,None,In Stock,4.4,2036
02-12-2023,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1831.46,180833.38,8.4,None,In Stock,4.4,3587
02-12-2023,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,195902,1302.84,110422.75,34.8,None,Out of Stock,4.2,3069
02-12-2023,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,2021.07,201777.88,-1.1,None,In Stock,4.2,144
02-12-2023,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,198.58,19107.09,39.6,None,In Stock,4.4,1482
02-12-2023,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,361.6,35619.08,39.6,None,Out of Stock,4.8,4451
02-12-2023,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,591.97,57946.74,25.9,None,In Stock,4.8,4819
02-12-2023,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1119.16,108075.85,6.7,None,In Stock,4.2,1259
02-12-2023,Amazon,iPhone,iPhone 12 64GB,New,799,78302,498.89,49810.19,37.6,None,Out of Stock,4.7,3491
02-12-2023,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,690.47,67631.44,30.9,None,Low Stock,4.4,6238
02-12-2023,Amazon,iPhone,iPhone 13 128GB,New,799,78302,595.19,58090.73,25.5,None,In Stock,4.5,3088
02-12-2023,Amazon,iPhone,iPhone 13 128GB,New,799,78302,610.6,58972.41,23.6,None,Out of Stock,4.4,1130
02-12-2023,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,587.46,57870.76,26.5,None,Out of Stock,4.5,1566
02-12-2023,Amazon,iPhone,iPhone 14 128GB,New,799,78302,708.48,68289.28,11.3,None,In Stock,4.7,1804
02-12-2023,Flipkart,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,78302,634.51,53824.16,20.6,None,In Stock,4.3,229
02-12-2023,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1196.65,115910.06,0.2,None,In Stock,4.7,247
02-12-2023,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1208.22,116667.52,-0.8,None,Low Stock,4.6,438
03-12-2023,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,261.35,25230.68,39.1,None,Out of Stock,4.4,4088
03-12-2023,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,258.8,25275.97,39.7,None,Out of Stock,4.3,1181
03-12-2023,Flipkart,Watch,Apple Watch Series 8 (45mm),Renewed/Refurbished,429,42042,248.61,21283.29,42,None,In Stock,4.4,2078
03-12-2023,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,328.89,31667.5,23.3,None,In Stock,4.9,1684
03-12-2023,Flipkart,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,42042,347.37,29228.54,19,None,In Stock,4.4,432
03-12-2023,Flipkart,Watch,Apple Watch Ultra,New,799,78302,712.1,70082.85,10.9,None,In Stock,4.6,672
03-12-2023,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,793.3,77483.45,0.7,None,In Stock,4.4,212
03-12-2023,Amazon,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,553.99,47580.62,44.5,None,Out of Stock,3.9,5986
03-12-2023,Amazon,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,117502,805.3,67660.72,32.8,None,In Stock,4.4,2374
03-12-2023,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,1102.3,108074.35,8.1,None,In Stock,4.8,1624
03-12-2023,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1102.68,106572.53,8,None,In Stock,4.5,755
03-12-2023,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,2016.93,198342.05,-0.9,None,In Stock,4.3,795
03-12-2023,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1972.53,194905.89,1.3,None,In Stock,4.3,236
03-12-2023,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1990.89,193293.93,0.4,None,Low Stock,4.4,179
03-12-2023,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,Renewed/Refurbished,1999,195902,1691.43,145550.03,15.4,None,In Stock,4.1,166
03-12-2023,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,Renewed/Refurbished,1999,195902,1642.93,136918.03,17.8,None,Out of Stock,4.5,141
03-12-2023,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,196.24,19482.52,40.4,None,In Stock,4.3,3276
03-12-2023,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,198.8,19125.13,39.6,None,Low Stock,4.5,2872
03-12-2023,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,365.41,35127.86,39,None,In Stock,4.6,3593
03-12-2023,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,503,48491.72,16,None,In Stock,4.5,2405
03-12-2023,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,592.22,59039.98,25.9,None,Out of Stock,4.6,1575
03-12-2023,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1119.31,110781.3,6.6,None,In Stock,4.4,929
03-12-2023,Flipkart,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,78302,391.05,33387.26,51.1,None,Low Stock,4.2,3346
03-12-2023,Amazon,iPhone,iPhone 12 64GB,New,799,78302,502.5,48451.98,37.1,None,In Stock,4.2,6290
03-12-2023,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,689.15,67697.64,31,None,In Stock,4.3,1788
03-12-2023,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,692.4,67447.71,30.7,None,In Stock,4.4,2612
03-12-2023,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,594.72,58492.11,25.6,None,In Stock,4.8,3741
03-12-2023,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,594.37,58248.42,25.6,None,In Stock,4.6,3739
03-12-2023,Amazon,iPhone,iPhone 13 128GB,New,799,78302,592.46,58661.12,25.8,None,In Stock,4.3,4037
03-12-2023,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,597.97,59486.67,25.2,None,In Stock,4.8,4318
03-12-2023,Amazon,iPhone,iPhone 13 Pro Max 256GB,Renewed/Refurbished,1199,117502,789.35,67297.97,34.2,None,In Stock,3.8,2679
03-12-2023,Amazon,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,78302,596.67,50834.14,25.3,None,In Stock,4.5,1919
03-12-2023,Flipkart,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,78302,546.39,47328.74,31.6,None,In Stock,4,1338
03-12-2023,Amazon,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,97902,649,55539.17,35,None,In Stock,4.2,1927
03-12-2023,Amazon,iPhone,iPhone 15 128GB,New,799,78302,787.39,76782.57,1.5,None,Out of Stock,4.7,275
03-12-2023,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,798.98,78426.95,0,None,In Stock,4.6,426
03-12-2023,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,813.26,79144.14,-1.8,None,In Stock,4.2,142
03-12-2023,Amazon,iPhone,iPhone 15 128GB,New,799,78302,802.02,77796.02,-0.4,None,In Stock,4.9,308
03-12-2023,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1214.68,116802.51,-1.3,None,In Stock,4.5,239
04-12-2023,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,257.46,24778.66,40,None,In Stock,4.4,3859
04-12-2023,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,257.49,24870.34,40,None,In Stock,4.5,3648
04-12-2023,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,259.59,25197.5,39.5,None,In Stock,4.8,1559
04-12-2023,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,325.42,31884.22,24.1,None,In Stock,4.4,1292
04-12-2023,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,334.48,33289.07,22,None,Out of Stock,4.7,2454
04-12-2023,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,325.88,31358.4,24,None,In Stock,4.6,1459
04-12-2023,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,331.83,32142.79,22.6,None,In Stock,4.9,1301
04-12-2023,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,421.55,40652.61,1.7,None,In Stock,4.6,453
04-12-2023,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,431.63,42817.51,-0.6,None,In Stock,4.8,459
04-12-2023,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,424.76,41254.19,1,None,Out of Stock,4.9,269
04-12-2023,Flipkart,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,42042,344.34,29445.63,19.7,None,In Stock,4.4,277
04-12-2023,Amazon,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,42042,322.95,27941.43,24.7,None,In Stock,3.9,357
04-12-2023,Amazon,Watch,Apple Watch Ultra,New,799,78302,689.48,67334.12,13.7,None,Out of Stock,4.7,2014
04-12-2023,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,788.22,77680.6,1.3,None,In Stock,4.5,374
04-12-2023,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,697.57,68718.58,30.2,None,In Stock,4.5,5830
04-12-2023,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,1093.83,107722.69,8.8,None,Low Stock,4.2,2280
04-12-2023,Amazon,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,117502,920.67,78644.44,23.2,None,In Stock,4.2,2483
04-12-2023,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1103.73,107366.32,7.9,None,In Stock,4.3,2380
04-12-2023,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,1118.64,109145.09,6.7,None,Low Stock,4.9,2347
04-12-2023,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1763.1,170785.65,11.8,None,In Stock,4.6,2977
04-12-2023,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1982.18,192598.59,0.8,None,In Stock,4.8,1442
04-12-2023,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1980.45,191656.99,0.9,None,In Stock,4.6,722
